Student_ID,Gender,Age,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,B_or_Higher,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
S1378,0,24,,83.65,97.86,65.55,59.77,0.11,88.99,0,23.0,0,0,2,Medium,10,6.0
S1380,1,19,60.76,42.94,89.76,93.87,86.85,4.9,81.44,0,18.2,0,1,1,High,7,4.9
S1381,1,21,77.58,90.26,46.29,95.65,82.96,7.86,92.51,1,14.8,1,0,1,High,7,5.3
S1382,0,22,80.09,69.38,75.17,68.94,88.92,8.12,62.81,0,27.8,0,1,2,Medium,5,6.5
S1384,1,20,60.06,58.78,57.86,70.34,79.02,5.41,74.02,0,21.8,0,1,2,Low,10,5.8
S1386,0,18,67.31,82.01,83.57,83.31,55.4,2.2,84.86,0,18.2,0,0,3,Low,1,4.9
S1387,0,21,76.29,94.92,42.35,67.92,54.72,1.18,88.48,0,8.0,0,1,4,High,4,4.7
S1388,1,18,61.61,45.27,71.86,51.02,85.83,5.44,64.4,0,21.5,0,0,1,Medium,2,4.7
S1389,0,23,52.38,91.69,73.92,71.95,65.76,1.2,85.22,0,12.5,1,0,2,High,3,4.8
S1390,1,23,78.63,87.58,44.73,61.21,82.93,3.46,80.29,1,23.5,0,1,1,Low,4,5.9
S1392,0,24,59.1,61.31,82.83,73.54,99.3,7.07,68.92,0,12.5,0,1,1,Medium,9,8.5
S1394,0,23,52.46,40.94,85.62,72.64,83.9,5.78,50.48,0,17.9,1,1,2,High,2,6.5
S1395,1,20,97.52,68.62,74.59,63.89,63.08,4.1,58.48,1,10.4,0,1,4,Medium,10,5.1
S1397,1,22,90.74,51.64,53.08,99.54,94.11,0.21,92.42,1,24.0,0,1,3,Medium,4,8.1
S1398,0,23,71.16,90.81,90.0,77.36,79.27,3.04,93.0,0,15.3,0,1,1,Medium,8,4.2
S1399,0,20,95.17,74.26,45.67,82.34,89.46,2.79,92.31,1,21.5,0,1,2,Medium,2,7.7
S1403,1,22,86.66,92.08,82.3,64.14,58.06,2.58,95.39,1,10.8,0,1,3,Low,8,8.7
S1404,0,18,78.33,71.4,41.52,70.14,89.09,5.06,87.99,1,27.6,1,0,1,Medium,2,4.9
S1405,1,21,63.58,94.75,40.57,82.25,85.03,3.91,50.09,1,19.5,0,1,3,Medium,4,8.7
S1407,1,19,80.31,83.88,48.6,92.67,81.07,5.14,50.53,0,8.3,0,1,1,High,6,8.5
S1409,1,20,54.8,46.32,79.83,95.03,84.87,8.1,71.79,0,12.4,0,1,4,Low,7,8.6
S1410,1,20,69.78,56.25,96.52,97.47,75.56,4.72,94.64,0,27.2,0,1,1,Low,6,5.8
S1412,1,21,91.34,40.52,79.53,,94.35,1.67,68.12,1,19.7,0,1,3,Medium,9,8.1
S1413,1,24,53.81,49.5,40.34,57.09,71.14,7.97,74.53,0,25.7,0,1,4,Medium,7,5.6
S1416,0,24,82.42,98.21,69.95,94.86,90.81,3.06,80.75,0,17.4,1,1,4,Medium,4,6.9
S1417,1,24,64.5,75.84,76.2,65.83,99.49,4.61,63.11,1,22.1,1,1,2,Medium,6,4.9
S1418,0,24,92.27,54.24,97.63,66.34,87.44,6.36,74.0,1,23.0,1,1,2,Medium,3,6.2
S1419,0,19,74.66,69.83,93.11,95.88,51.7,8.79,51.23,0,15.4,1,0,4,Medium,2,4.3
S1422,1,22,97.36,90.84,89.99,,59.5,0.43,61.22,1,8.0,0,1,1,High,8,6.9
S1426,1,20,51.52,44.94,80.32,94.0,73.63,4.82,54.02,0,24.2,0,1,2,Low,4,4.3
S1428,0,20,69.78,78.82,52.09,76.11,87.43,3.08,89.95,0,25.7,0,1,3,Low,4,7.5
S1431,0,24,75.57,45.22,50.14,72.42,76.55,4.39,83.83,1,19.2,0,0,2,Medium,7,8.2
S1433,1,20,50.3,40.6,84.49,53.02,74.69,6.92,68.95,0,5.9,1,1,4,Medium,2,5.3
S1434,1,22,60.78,98.12,93.21,55.95,77.85,3.61,79.51,0,29.1,0,1,2,High,3,6.3
S1438,1,18,,49.63,76.04,58.93,88.65,6.41,87.02,0,11.4,0,0,4,Medium,6,7.5
S1440,1,18,61.47,43.53,65.14,93.57,63.54,3.49,84.08,0,29.3,1,1,4,Medium,3,8.5
S1442,1,18,81.38,96.53,93.45,75.57,54.8,1.31,51.62,1,7.7,1,1,4,Medium,6,6.6
S1446,0,22,79.37,68.63,40.44,57.11,58.32,4.99,60.56,0,13.8,0,1,2,Low,10,8.4
S1447,1,24,65.54,76.28,47.5,93.11,79.05,5.19,57.37,1,28.9,0,1,2,Medium,1,8.8
S1448,0,19,99.96,80.12,97.37,74.86,61.62,7.38,50.91,1,12.8,0,1,2,Low,4,9.0
S1449,0,24,87.44,73.25,85.85,51.14,96.72,6.27,61.56,1,23.4,0,1,4,Low,4,7.8
S1451,0,19,71.16,93.46,42.14,98.25,63.66,0.74,62.06,0,20.4,0,1,2,Low,9,5.5
S1453,1,18,67.08,67.98,42.66,97.71,89.97,8.85,87.47,0,20.3,0,1,2,High,8,7.9
S1455,0,24,69.75,43.65,62.86,84.01,82.12,3.09,84.87,0,23.0,0,1,4,Medium,3,5.3
S1457,1,18,81.32,89.18,74.08,62.33,57.14,9.37,56.61,0,25.8,0,1,4,Low,5,7.9
S1458,1,18,54.2,79.65,56.81,88.97,83.77,2.05,86.98,0,28.6,1,0,1,Medium,10,7.1
S1460,1,21,63.44,50.81,79.49,50.36,61.76,1.82,58.86,0,14.8,0,0,2,Low,8,8.6
S1462,0,24,64.85,54.02,99.55,61.4,79.02,8.88,96.95,0,14.1,1,1,1,Low,2,7.6
S1465,1,22,74.57,57.82,88.28,92.11,86.76,5.86,91.11,0,9.7,0,1,4,Low,4,8.1
S1466,0,18,85.88,95.78,74.7,63.35,59.16,2.1,60.8,1,17.2,1,1,4,Low,9,8.9
S1467,0,19,65.83,84.44,42.24,69.65,66.92,0.64,96.55,0,8.4,0,1,2,Low,7,5.9
S1468,0,19,89.1,57.08,90.58,64.9,87.24,8.86,84.85,1,19.7,0,1,3,Low,5,4.8
S1469,0,20,,62.73,43.09,82.2,83.01,8.71,77.98,1,19.4,0,1,2,High,5,7.8
S1470,0,23,89.13,51.97,50.25,55.06,63.53,9.76,89.73,1,17.3,0,0,3,Low,7,8.4
S1473,1,21,74.08,93.76,41.54,,91.9,7.7,91.46,1,14.6,0,1,4,Low,10,8.0
S1474,0,19,83.35,60.79,43.3,53.67,53.76,1.8,59.89,1,15.6,0,1,4,Low,7,7.4
S1476,0,22,92.58,43.23,55.17,58.38,61.89,2.56,53.25,1,9.6,0,1,3,High,9,6.7
S1477,0,24,52.78,98.93,47.59,54.43,72.28,9.52,61.01,0,12.2,0,1,2,Medium,8,5.9
S1481,0,18,53.81,85.14,65.11,99.41,54.52,8.43,88.58,0,17.9,1,1,4,Medium,8,7.7
S1482,0,21,,94.08,58.63,51.72,73.23,8.02,92.02,0,12.2,0,1,3,Medium,8,5.0
S1484,0,21,80.3,67.93,66.72,69.3,60.56,1.96,50.36,1,8.2,0,1,1,High,7,5.5
S1485,1,18,74.06,91.9,80.13,66.98,68.34,4.8,57.32,1,9.1,0,0,1,High,5,4.1
S1487,1,20,66.42,63.61,96.24,94.75,87.2,9.32,73.46,0,19.1,1,1,4,Low,3,6.4
S1489,1,21,95.81,42.82,68.35,88.75,55.93,5.15,94.37,1,12.4,0,1,1,Medium,10,6.5
S1490,1,21,97.78,86.92,52.8,62.65,64.03,1.58,94.51,1,10.5,0,1,1,Low,10,4.1
S1491,0,19,96.35,52.41,85.32,69.16,75.27,4.44,56.42,1,24.9,1,1,2,Low,9,6.0
S1494,0,21,64.88,66.98,65.28,54.68,81.87,2.55,57.45,0,21.6,0,1,3,Medium,8,6.2
S1496,1,24,65.71,72.69,95.06,64.91,84.67,4.08,67.21,1,14.4,0,1,4,Low,7,5.8
S1499,1,24,88.13,86.11,55.71,,62.19,0.58,79.4,1,20.1,0,1,4,Medium,1,6.3
S1500,0,19,86.78,64.0,88.7,64.44,63.35,0.67,87.94,1,19.0,0,1,2,Medium,1,7.3
S1502,0,22,51.61,78.68,67.18,71.42,71.01,4.28,76.45,0,16.8,0,1,4,High,8,6.0
S1506,0,23,78.91,90.31,75.04,78.38,99.62,9.74,89.47,0,14.4,0,1,1,Low,5,5.5
S1508,0,20,62.77,68.35,72.57,68.64,74.66,1.18,58.16,1,15.5,1,1,3,Medium,9,4.3
S1509,0,20,81.92,98.18,88.51,97.57,76.07,3.11,52.22,0,8.7,0,1,4,Low,7,6.2
S1510,0,20,92.96,72.84,76.76,92.19,90.23,5.09,61.57,1,24.5,0,1,4,Low,7,8.0
S1512,0,20,75.02,59.88,98.29,,53.47,7.36,56.49,1,28.3,0,1,1,Medium,2,7.8
S1513,1,24,77.27,79.45,77.1,72.86,65.69,3.58,61.24,0,24.7,1,1,4,Medium,10,5.9
S1514,0,20,91.65,53.79,62.82,54.86,99.2,0.39,54.18,1,25.5,0,1,4,Low,1,4.1
S1515,1,24,76.88,46.3,81.48,88.27,94.97,8.78,76.18,1,6.4,0,1,1,Low,7,8.8
S1516,0,19,75.84,41.63,79.57,69.04,69.76,9.44,56.32,0,24.5,0,1,3,Low,5,4.9
S1520,0,21,60.91,57.56,69.94,58.57,86.34,2.69,94.13,0,19.3,1,1,2,Low,10,6.9
S1522,1,18,92.12,57.5,67.05,70.91,59.92,9.61,99.45,1,21.3,0,1,1,Medium,3,6.8
S1524,0,18,89.73,46.2,57.57,92.42,80.8,0.07,52.67,1,8.4,1,1,3,Low,7,6.8
S1525,0,19,59.15,55.64,45.53,98.48,99.45,3.8,65.7,0,20.4,0,1,2,High,7,4.5
S1526,0,22,,42.9,65.8,64.56,56.73,0.08,94.31,0,6.4,1,1,1,Low,8,4.6
S1527,0,24,80.6,73.57,72.5,65.18,67.81,2.38,79.81,0,16.2,1,1,1,Medium,9,4.6
S1530,1,19,84.1,62.07,80.32,50.52,62.76,0.33,89.36,1,9.4,0,1,2,High,8,5.8
S1531,1,21,,41.0,62.63,61.2,67.67,1.16,86.78,0,23.4,1,1,2,Low,1,4.4
S1532,0,22,71.36,90.37,77.88,85.29,57.14,5.51,94.42,1,27.5,0,1,2,High,2,4.0
S1533,1,20,94.97,86.8,86.74,70.28,88.77,6.96,88.49,1,9.2,0,1,1,Medium,8,4.6
S1534,1,21,75.96,43.8,85.66,66.51,61.89,4.05,64.34,0,23.4,0,1,3,High,8,8.7
S1535,1,20,75.29,61.89,62.52,93.61,53.42,7.31,79.19,0,8.7,1,1,1,Low,9,6.6
S1538,0,21,58.86,71.57,92.25,63.63,58.88,8.39,58.15,0,18.4,1,0,2,Medium,2,6.8
S1539,0,23,76.42,61.31,92.73,95.63,56.68,3.39,57.95,1,6.4,0,0,2,Low,8,4.5
S1540,0,19,90.18,75.77,60.62,86.85,94.83,4.32,59.71,1,14.1,0,1,2,High,3,6.9
S1541,1,19,60.77,98.69,45.5,57.71,53.39,9.48,55.16,0,16.8,1,1,1,Medium,10,8.2
S1543,1,22,62.03,86.48,62.02,51.32,62.25,0.03,90.92,1,21.6,1,1,2,Medium,7,8.4
S1544,0,21,87.98,64.26,73.85,85.42,97.64,9.38,57.57,1,27.2,1,1,4,Medium,7,4.7
S1545,1,21,78.22,69.67,79.41,86.68,54.27,0.14,85.28,0,21.7,0,0,3,Low,6,8.1
S1547,0,19,94.73,99.13,80.05,58.63,94.6,3.23,63.81,1,8.7,0,1,1,Medium,9,7.0
S1551,0,20,69.22,71.23,74.78,83.75,85.13,7.74,65.97,1,12.6,1,1,1,Low,2,6.0
S1552,1,20,82.41,99.04,72.51,54.77,89.0,9.31,63.9,1,13.4,0,1,4,High,5,4.3
S1554,1,20,70.83,50.95,61.02,,63.42,8.0,95.41,1,27.5,0,0,3,Medium,6,6.2
S1555,0,20,65.72,41.33,65.38,73.83,84.35,1.29,87.64,0,18.6,1,1,1,Low,1,9.0
S1556,1,22,,61.28,75.92,,56.75,0.8,73.64,0,9.4,0,1,3,High,4,6.2
S1560,1,19,74.72,83.77,73.81,77.19,53.83,5.7,65.26,0,10.5,0,1,2,High,7,4.6
S1561,1,20,79.42,73.49,47.3,97.89,59.74,2.63,65.73,1,23.1,1,1,1,High,4,6.4
S1564,0,24,93.91,82.42,49.44,99.44,76.6,8.69,64.71,1,27.3,0,0,4,Low,4,4.8
S1565,0,24,97.77,65.13,58.53,57.84,87.42,0.03,54.07,1,8.8,0,1,2,Medium,3,7.3
S1566,1,24,79.18,80.15,82.18,85.9,58.71,2.14,67.88,0,28.9,0,1,3,Low,4,4.6
S1568,0,23,98.46,55.94,45.46,64.72,61.98,0.97,55.03,1,5.4,1,1,3,High,4,7.7
S1572,1,19,57.17,41.9,67.55,93.65,71.3,6.43,93.11,0,23.4,0,1,2,Medium,5,7.5
S1574,1,21,52.28,82.12,99.62,55.18,50.23,0.58,83.34,0,24.4,1,1,3,Low,7,6.4
S1576,0,19,77.04,75.9,86.88,,54.19,3.17,72.24,1,28.3,0,1,4,Medium,9,4.6
S1577,1,20,85.0,65.79,89.79,71.94,84.95,8.32,60.19,0,12.5,1,0,4,Medium,1,6.2
S1578,0,24,91.41,67.92,99.67,70.37,74.31,4.72,96.24,1,14.9,1,1,3,Low,8,5.3
S1579,0,24,89.58,93.21,65.72,68.25,59.65,5.04,51.0,1,24.4,0,0,4,Low,2,4.8
S1580,0,24,94.13,49.67,92.45,76.3,79.63,2.29,77.75,1,14.7,0,1,2,Medium,3,5.4
S1581,0,19,98.36,46.22,97.45,80.23,77.23,6.48,68.64,1,22.5,0,0,3,Medium,2,7.3
S1582,1,20,71.95,40.16,50.37,73.32,54.44,8.88,73.05,0,28.0,0,1,1,High,10,6.4
S1583,0,21,97.52,58.84,68.77,,82.02,3.3,76.83,1,15.1,1,1,3,Medium,6,4.9
S1584,0,18,86.16,48.84,43.6,65.88,88.36,6.19,76.74,1,19.0,1,0,1,High,5,4.2
S1585,0,21,53.53,53.2,77.24,,64.33,3.32,60.18,0,26.0,0,1,4,Low,7,8.6
S1586,0,20,84.09,40.67,74.88,65.0,84.37,7.93,83.99,0,16.9,1,1,3,Medium,9,5.6
S1587,0,22,,53.63,52.25,87.67,59.99,4.75,50.96,0,12.2,1,1,2,Medium,7,4.6
S1588,1,24,95.29,59.96,87.87,,87.84,3.39,51.06,1,11.5,1,1,4,Medium,9,4.7
S1589,1,21,68.65,41.89,42.24,59.43,95.59,4.2,73.92,0,6.8,1,1,4,Low,5,5.3
S1590,0,22,79.25,76.47,88.37,90.06,72.09,0.91,77.1,1,13.3,1,1,4,Low,3,5.2
S1591,1,22,50.61,74.13,41.6,,62.23,8.66,63.74,0,22.1,0,1,1,Medium,3,5.4
S1592,1,20,66.6,45.82,79.41,81.29,69.96,9.58,77.58,0,6.5,0,1,1,Medium,4,5.1
S1593,0,20,53.11,75.7,44.73,98.51,62.5,4.77,75.81,0,11.9,0,1,2,Low,2,6.2
S1594,0,24,76.09,99.92,55.07,76.14,50.06,2.21,67.46,1,7.8,1,1,1,Low,3,7.8
S1597,0,19,,87.72,70.67,91.17,60.52,2.52,74.54,0,23.7,0,1,3,Low,8,7.6
S1598,1,21,60.2,61.22,94.91,67.58,86.12,0.38,89.3,1,28.2,0,1,4,High,2,4.7
S1600,1,21,75.55,57.76,88.66,88.87,53.67,7.97,88.1,0,11.3,0,1,1,Medium,5,6.6
S1601,0,23,53.96,59.3,43.92,75.06,83.0,8.29,82.45,0,9.0,0,1,2,Low,8,8.4
S1602,1,23,,71.39,47.61,89.16,96.53,4.4,81.98,1,9.7,0,1,1,Medium,6,4.1
S1603,0,24,51.57,79.67,47.16,65.85,53.73,7.53,94.65,0,12.8,0,1,4,High,2,7.9
S1607,0,18,51.45,58.5,99.46,63.68,61.33,9.99,86.31,0,23.2,0,1,1,High,7,5.2
S1608,1,21,78.67,61.76,63.03,,58.15,8.99,92.19,0,27.1,0,1,3,Low,2,7.9
S1609,1,19,91.93,99.98,77.86,,89.21,7.76,70.29,1,16.5,1,1,1,Medium,4,4.7
S1615,1,19,92.77,69.31,86.85,65.73,84.52,7.68,75.93,1,18.3,1,0,2,Medium,1,8.0
S1617,1,18,92.52,89.7,50.5,83.38,58.08,3.41,60.43,1,16.5,0,1,1,Low,9,8.6
S1618,0,19,91.23,67.9,95.23,,90.78,7.83,77.04,1,24.4,0,1,2,Medium,5,5.6
S1619,0,20,87.25,57.74,42.64,58.94,59.84,2.74,96.29,1,14.7,0,1,4,High,4,7.0
S1620,0,24,81.67,86.49,84.08,75.73,51.37,9.43,51.35,1,10.2,0,0,4,Medium,4,5.1
S1623,1,21,83.12,80.07,94.32,84.3,52.18,7.8,96.22,0,26.6,0,1,3,Low,7,7.4
S1624,1,20,66.39,43.53,57.85,53.89,99.02,8.13,82.27,0,11.1,1,1,4,Low,8,8.4
S1625,0,18,68.8,71.77,44.44,83.12,83.32,8.92,81.24,1,8.0,1,1,4,Medium,2,8.3
S1626,1,21,94.85,42.7,68.84,95.04,95.09,9.01,88.49,1,29.0,1,1,3,Medium,10,5.7
S1627,1,18,50.86,41.75,57.91,98.47,99.95,0.53,63.39,0,17.1,1,1,2,Medium,7,4.4
S1631,1,18,99.7,93.76,61.42,54.57,75.76,3.08,53.97,1,7.0,1,1,3,Low,8,4.1
S1636,0,22,72.3,79.1,85.92,76.36,72.09,0.48,61.54,1,29.6,0,1,1,Low,5,7.3
S1637,1,20,65.6,76.57,75.55,54.99,54.26,2.13,53.73,0,8.9,1,1,3,Low,9,5.8
S1638,1,24,63.43,70.94,54.37,72.49,93.25,8.94,100.0,1,20.0,0,0,2,Low,3,7.0
S1639,1,23,71.57,95.59,40.01,66.31,52.35,1.55,84.56,0,13.2,1,1,1,High,5,8.2
S1640,0,23,68.94,71.26,88.17,64.11,69.03,7.59,94.32,0,8.3,1,1,3,High,5,8.0
S1641,0,20,81.67,99.43,89.36,77.07,55.01,3.61,57.19,0,18.5,0,1,1,Medium,8,8.4
S1642,0,22,,70.55,81.86,74.18,88.75,6.63,90.04,1,9.2,0,1,2,Medium,9,4.8
S1643,0,19,64.85,46.95,44.59,74.1,65.64,0.74,90.67,1,22.0,0,1,1,Low,9,5.1
S1644,1,21,60.69,68.23,75.11,54.41,55.66,2.87,57.57,0,5.8,0,1,1,High,5,6.9
S1645,1,21,83.34,50.94,89.26,90.12,76.57,4.25,58.07,1,17.8,0,1,2,Low,2,7.6
S1646,1,19,83.52,75.83,63.38,74.07,95.81,8.57,64.77,0,10.5,0,1,4,Low,10,4.5
S1647,1,19,95.06,81.59,51.88,91.05,95.43,5.63,60.84,1,28.7,0,1,1,Medium,6,4.9
S1648,1,22,50.8,68.11,75.26,91.23,62.48,0.45,98.77,0,22.8,1,1,1,Low,4,8.6
S1649,1,20,,45.86,89.58,65.86,85.98,8.02,68.15,1,23.9,0,1,1,Low,9,4.1
S1652,1,24,54.57,80.93,78.59,,74.97,2.12,69.3,0,8.5,0,1,2,Medium,2,7.9
S1653,0,18,71.63,87.42,76.14,55.36,61.44,4.88,84.13,0,29.9,0,1,3,Medium,3,8.3
S1655,1,22,62.71,48.93,77.88,51.0,96.55,5.62,69.85,0,27.4,0,1,2,Medium,6,6.9
S1657,1,22,90.62,74.05,54.1,,61.65,4.1,58.43,1,12.1,1,0,3,Medium,1,7.0
S1659,1,21,,77.64,41.06,98.22,78.15,8.79,89.53,1,15.0,0,1,4,Low,6,6.1
S1660,0,18,76.97,48.73,78.08,94.69,95.8,8.03,83.27,1,5.4,0,1,3,Low,2,7.3
S1661,0,22,71.37,66.18,79.92,82.49,94.59,6.33,81.58,0,21.9,1,1,3,Medium,3,8.8
S1664,1,21,62.7,91.78,72.05,68.59,89.16,1.44,88.56,0,11.1,0,1,1,Medium,9,8.8
S1665,0,18,61.5,50.83,55.64,74.04,60.13,9.33,94.13,1,21.6,0,1,1,Low,5,4.3
S1666,0,23,80.57,97.09,67.78,58.45,98.26,2.85,50.81,0,13.0,0,1,3,High,4,8.2
S1667,0,21,76.14,43.55,94.58,78.88,50.29,6.56,77.95,1,28.3,0,1,1,Medium,5,8.5
S1668,1,21,50.38,99.03,65.6,71.79,78.49,6.07,67.43,0,7.8,1,0,1,Low,1,5.1
S1670,0,20,85.21,79.62,42.12,96.81,70.38,8.79,70.89,1,27.8,0,1,4,Medium,9,4.6
S1671,1,18,83.09,84.1,44.67,78.27,81.75,2.96,82.2,0,28.9,0,1,1,Low,8,5.8
S1672,1,18,53.44,44.36,44.88,82.22,84.48,7.49,95.95,0,6.9,0,1,1,Low,4,6.3
S1673,1,21,,42.49,86.69,56.89,89.28,5.98,81.03,1,11.8,0,1,4,Low,1,6.5
S1675,0,21,93.13,45.24,53.66,95.04,62.57,4.14,56.08,1,27.1,0,1,3,Low,4,6.0
S1676,1,20,64.28,72.84,84.84,84.96,94.46,8.38,60.53,0,25.2,0,1,2,Low,4,7.1
S1678,0,20,72.45,91.61,54.79,78.51,58.0,4.82,94.37,0,8.5,0,1,4,Medium,6,8.2
S1679,0,19,67.79,66.74,65.86,96.74,91.33,4.89,61.76,1,16.9,0,1,4,Low,9,8.8
S1680,0,21,84.11,81.73,59.89,67.26,98.63,6.18,81.05,0,9.3,0,1,3,High,8,8.1
S1681,0,18,98.32,79.17,75.12,59.29,81.86,8.84,68.13,1,16.9,0,1,1,Low,2,4.2
S1682,1,24,68.15,59.19,60.27,97.1,64.09,1.74,73.43,0,26.1,0,1,2,Low,7,5.1
S1683,0,23,53.11,54.59,63.58,73.06,80.33,5.05,93.04,0,17.5,1,1,2,Medium,3,4.4
S1684,0,21,94.88,60.55,91.77,70.86,67.13,4.24,86.79,1,23.1,1,1,2,Low,6,6.2
S1686,1,18,97.64,75.18,89.66,94.58,77.24,9.2,65.8,1,11.6,0,1,4,High,8,4.2
S1688,0,22,97.08,89.07,74.18,70.15,80.9,1.22,89.03,1,26.3,0,1,2,High,6,4.5
S1692,1,20,72.53,83.88,73.06,57.14,63.62,8.32,60.56,0,20.4,1,0,3,Medium,10,7.2
S1693,0,24,,95.65,46.66,69.65,69.59,2.55,89.3,1,7.6,1,1,1,Medium,8,5.9
S1694,0,23,97.88,85.0,88.57,54.95,50.6,1.92,75.3,1,6.6,0,1,1,High,6,7.7
S1695,0,23,91.13,66.52,85.64,97.87,98.46,1.45,62.69,1,7.6,0,1,1,Low,4,7.7
S1696,0,24,83.08,49.06,89.22,,76.62,2.0,68.17,0,14.8,0,1,2,Low,9,4.7
S1699,1,20,86.35,44.52,57.75,,87.33,7.7,85.98,1,9.0,0,1,4,Medium,6,8.3
S1705,0,22,89.77,56.86,82.38,,50.77,0.62,63.95,1,15.4,0,1,1,Low,2,4.0
S1709,1,20,52.01,81.27,42.16,72.36,76.84,4.25,55.74,0,26.4,0,1,2,Low,3,8.3
S1710,0,19,58.34,86.02,45.11,98.83,95.01,0.67,89.89,0,17.4,0,1,3,Low,5,5.7
S1711,0,21,72.66,52.6,82.31,91.0,74.31,7.4,80.89,1,21.5,1,1,1,Medium,10,5.1
S1712,0,22,62.36,69.38,84.14,92.33,78.33,8.2,64.47,0,12.9,0,1,4,Low,8,6.1
S1713,1,23,62.95,45.36,88.84,93.04,69.11,0.41,67.22,0,26.5,0,1,4,Low,3,8.7
S1715,1,23,75.76,90.85,91.59,,65.95,5.57,62.63,0,24.7,0,1,3,Medium,3,6.4
S1716,0,21,86.46,46.49,50.01,67.95,69.27,6.05,85.86,1,16.7,0,0,4,Medium,4,6.7
S1717,1,20,51.79,88.99,54.98,,98.32,5.78,68.79,0,12.5,1,1,2,High,3,6.0
S1718,0,23,68.26,86.29,48.07,63.98,55.57,6.93,84.37,0,14.5,0,0,1,High,5,8.7
S1719,0,19,73.96,60.81,87.85,79.5,55.26,9.67,75.71,0,19.7,0,1,4,Medium,8,8.9
S1720,1,20,59.32,81.42,53.72,64.1,52.17,3.91,57.26,0,28.2,1,1,4,Low,5,5.4
S1722,1,23,93.52,95.91,77.39,78.38,69.91,6.99,87.82,1,28.0,1,1,3,Low,4,8.8
S1723,0,24,96.97,73.02,44.62,67.67,54.73,5.92,64.88,1,25.4,1,1,1,Low,10,6.4
S1725,1,23,67.45,79.88,46.4,77.93,79.17,6.24,59.95,1,8.3,0,1,4,High,6,8.3
S1727,0,24,54.16,91.41,81.82,56.17,98.8,5.85,68.01,0,22.3,0,0,3,High,8,6.0
S1729,0,22,98.61,94.47,52.59,90.6,55.58,5.06,88.05,1,27.1,0,1,3,High,1,5.7
S1730,0,23,98.91,74.94,53.98,65.76,54.43,8.84,73.0,1,21.6,0,0,1,Low,8,5.0
S1731,0,21,73.56,50.27,88.66,72.19,88.88,8.69,54.06,0,12.2,0,0,2,Low,3,9.0
S1732,0,24,58.14,94.81,70.11,74.69,82.52,7.51,81.7,0,6.1,0,1,2,Medium,2,4.9
S1733,0,18,60.1,80.9,81.91,93.14,58.1,6.97,73.46,1,24.0,1,1,1,Low,10,8.1
S1734,1,21,94.48,81.95,67.17,82.78,62.67,1.53,66.58,1,11.4,0,1,4,Medium,4,6.1
S1735,1,19,95.58,99.13,54.26,55.01,87.51,4.59,90.11,1,12.0,0,1,3,Low,10,4.4
S1737,0,23,,65.72,73.94,91.6,79.25,8.17,95.66,1,23.7,0,1,2,Low,5,4.4
S1741,1,22,84.27,97.98,52.85,73.94,94.26,8.92,88.06,0,20.1,1,1,4,Medium,7,6.1
S1747,1,22,90.1,76.47,52.51,,94.11,1.31,74.81,1,21.8,0,1,3,High,9,4.5
S1748,1,24,84.84,98.2,75.49,55.09,76.63,1.82,53.55,0,16.5,0,1,2,Medium,4,7.7
S1750,1,20,58.27,78.54,79.24,82.59,99.51,1.64,51.21,0,8.6,1,1,4,Medium,5,4.9
S1752,0,23,62.21,52.02,82.4,73.61,79.32,1.85,73.9,0,21.4,0,0,1,Low,5,7.5
S1753,1,21,95.18,54.76,97.89,54.72,51.7,9.75,82.23,1,11.9,0,1,4,Medium,1,6.5
S1754,1,24,54.97,97.17,60.79,80.1,69.81,3.67,75.31,0,6.9,1,1,1,Medium,8,4.9
S1755,0,23,82.81,48.11,92.72,92.75,96.86,4.12,57.6,0,23.8,0,1,1,Medium,8,6.7
S1759,1,18,92.54,76.23,79.07,83.15,78.41,8.31,98.3,1,13.2,0,1,4,Low,10,7.3
S1760,0,23,64.73,57.52,46.05,90.76,75.77,6.57,94.13,0,23.9,0,1,1,Medium,9,7.4
S1763,1,24,64.07,63.52,41.73,91.07,80.96,7.75,78.0,1,20.1,1,1,4,Medium,6,4.2
S1764,0,19,94.5,66.06,82.89,75.97,61.51,2.19,59.64,1,5.9,0,1,1,Medium,4,8.5
S1766,0,21,53.52,79.78,79.67,84.11,86.06,1.3,78.19,0,9.4,1,1,3,Low,6,7.6
S1767,0,21,73.56,62.94,41.83,79.51,64.88,6.16,66.06,1,13.2,0,1,4,Low,4,5.2
S1769,0,22,54.65,60.88,83.95,67.15,58.28,6.58,54.89,0,27.7,0,1,3,Medium,5,8.6
S1770,0,22,68.87,54.12,62.71,71.44,63.23,3.16,95.7,1,5.3,1,1,1,Medium,1,6.4
S1772,1,20,76.8,81.19,68.79,91.96,55.21,7.7,86.93,1,5.6,1,1,1,Medium,7,6.6
S1773,0,24,83.06,84.52,92.03,88.15,65.02,5.1,63.13,0,26.5,0,1,4,High,5,4.8
S1774,0,24,85.17,86.73,55.12,,99.96,6.03,85.75,1,10.0,0,1,2,High,5,7.0
S1775,1,22,56.84,62.48,46.06,62.28,54.72,5.66,71.94,0,24.3,0,1,2,High,6,8.9
S1777,0,20,83.93,40.39,41.58,,63.58,8.96,65.63,1,15.0,0,0,3,Low,3,5.6
